Nama Lokasi,Tipe Lokasi,Merk HP,Minat Digital,CTR,Durasi Akses (Menit/Minggu),Skor CTR,Skor Durasi Akses (Menit/Minggu),Skor Minat Digital,Level Respons CTR,Level Durasi Akses,Level Minat Digital,Usia,Sesi Login,Segmentasi Pengguna
Starbucks Kemang,Cafe,Xiaomi,F&B & Culinary Lifestyle,5.1,370,34.0,61.66666666666667,47.8,Rendah,Sedang,Sedang,38,Malam,The Passerby
Plaza Indonesia,Mall,Samsung,F&B & Culinary Lifestyle,2.0,513,13.333333333333334,85.5,49.4,Rendah,Tinggi,Sedang,19,Pagi,The Camper
Plaza Indonesia,Mall,Samsung,F&B & Culinary Lifestyle,6.6,476,44.0,79.33333333333333,61.7,Sedang,Tinggi,Sedang,27,Pagi,The Camper
Perpustakaan Nasional,Fasilitas Umum,Samsung,Travel & Leisure,11.9,127,79.33333333333333,21.166666666666668,50.2,Tinggi,Rendah,Sedang,20,Sore,The Impulse Clicker
Plaza Indonesia,Mall,Vivo,Travel & Leisure,0.4,257,2.666666666666667,42.833333333333336,22.8,Rendah,Sedang,Rendah,42,Malam,The Passerby
Starbucks Kemang,Cafe,Samsung,E-Book & Digital Education,10.6,340,70.66666666666667,56.66666666666666,63.7,Tinggi,Sedang,Sedang,32,Malam,The Impulse Clicker
Plaza Indonesia,Mall,Samsung,F&B & Culinary Lifestyle,3.6,560,24.000000000000004,93.33333333333331,58.7,Rendah,Tinggi,Sedang,26,Siang,The Camper
Stasiun Sudirman,Transportasi,Vivo,Travel & Leisure,5.2,227,34.66666666666667,37.833333333333336,36.2,Rendah,Rendah,Rendah,31,Siang,The Passerby
Plaza Indonesia,Mall,Xiaomi,F&B & Culinary Lifestyle,5.8,226,38.66666666666666,37.66666666666666,38.2,Rendah,Rendah,Rendah,44,Malam,The Passerby
Stasiun Sudirman,Transportasi,Apple,F&B & Culinary Lifestyle,4.0,479,26.666666666666668,79.83333333333333,53.2,Rendah,Tinggi,Sedang,26,Pagi,The Camper
Stasiun Sudirman,Transportasi,Samsung,Entertainment & Streaming,13.7,237,91.33333333333331,39.5,65.4,Tinggi,Rendah,Sedang,22,Malam,The Impulse Clicker
Stasiun Sudirman,Transportasi,Xiaomi,E-Book & Digital Education,6.4,445,42.66666666666667,74.16666666666667,58.4,Sedang,Tinggi,Sedang,27,Malam,The Camper
Plaza Indonesia,Mall,Xiaomi,Travel & Leisure,12.4,466,82.66666666666667,77.66666666666666,80.2,Tinggi,Tinggi,Tinggi,32,Siang,The Digital Star
Stasiun Sudirman,Transportasi,Xiaomi,Travel & Leisure,9.7,349,64.66666666666666,58.16666666666666,61.4,Sedang,Sedang,Sedang,25,Malam,The Passerby
Plaza Indonesia,Mall,Xiaomi,E-Book & Digital Education,9.6,343,64.0,57.16666666666666,60.6,Sedang,Sedang,Sedang,44,Malam,The Passerby
Plaza Indonesia,Mall,Xiaomi,F&B & Culinary Lifestyle,2.2,306,14.666666666666666,51.0,32.8,Rendah,Sedang,Rendah,26,Malam,The Passerby
Kopi Kenangan Senayan,Cafe,Apple,F&B & Culinary Lifestyle,9.8,362,65.33333333333334,60.333333333333336,62.8,Sedang,Sedang,Sedang,36,Malam,The Passerby
Plaza Indonesia,Mall,Samsung,Travel & Leisure,10.6,254,70.66666666666667,42.333333333333336,56.5,Tinggi,Sedang,Sedang,23,Siang,The Impulse Clicker
Plaza Indonesia,Mall,Vivo,Entertainment & Streaming,13.6,427,90.66666666666666,71.16666666666667,80.9,Tinggi,Tinggi,Tinggi,25,Malam,The Digital Star
Stasiun Sudirman,Transportasi,Vivo,F&B & Culinary Lifestyle,4.4,542,29.33333333333333,90.33333333333331,59.8,Rendah,Tinggi,Sedang,20,Pagi,The Camper
Starbucks Kemang,Cafe,Vivo,F&B & Culinary Lifestyle,14.2,403,94.66666666666669,67.16666666666666,80.9,Tinggi,Sedang,Tinggi,21,Malam,The Impulse Clicker
Kopi Kenangan Senayan,Cafe,Xiaomi,Entertainment & Streaming,11.8,399,78.66666666666667,66.5,72.6,Tinggi,Sedang,Tinggi,23,Pagi,The Impulse Clicker
Plaza Indonesia,Mall,Samsung,Entertainment & Streaming,0.8,132,5.333333333333334,22.0,13.7,Rendah,Rendah,Rendah,32,Pagi,The Passerby
Perpustakaan Nasional,Fasilitas Umum,Oppo,Travel & Leisure,4.5,115,30.0,19.166666666666668,24.6,Rendah,Rendah,Rendah,19,Pagi,The Passerby
Starbucks Kemang,Cafe,Vivo,Entertainment & Streaming,2.1,244,14.000000000000002,40.66666666666666,27.3,Rendah,Sedang,Rendah,33,Malam,The Passerby
Kopi Kenangan Senayan,Cafe,Xiaomi,F&B & Culinary Lifestyle,0.1,340,0.6666666666666667,56.66666666666666,28.7,Rendah,Sedang,Rendah,41,Sore,The Passerby
Starbucks Kemang,Cafe,Oppo,F&B & Culinary Lifestyle,1.9,504,12.666666666666664,84.0,48.3,Rendah,Tinggi,Sedang,41,Pagi,The Camper
Perpustakaan Nasional,Fasilitas Umum,Samsung,F&B & Culinary Lifestyle,8.0,442,53.333333333333336,73.66666666666667,63.5,Sedang,Tinggi,Sedang,34,Siang,The Camper
Kopi Kenangan Senayan,Cafe,Apple,F&B & Culinary Lifestyle,10.2,314,68.0,52.33333333333333,60.2,Sedang,Sedang,Sedang,30,Pagi,The Passerby
Starbucks Kemang,Cafe,Apple,F&B & Culinary Lifestyle,5.8,373,38.66666666666666,62.16666666666667,50.4,Rendah,Sedang,Sedang,37,Malam,The Passerby
Starbucks Kemang,Cafe,Xiaomi,Entertainment & Streaming,10.9,596,72.66666666666667,99.33333333333331,86.0,Tinggi,Tinggi,Tinggi,37,Malam,The Digital Star
Plaza Indonesia,Mall,Xiaomi,Entertainment & Streaming,5.4,252,36.00000000000001,42.0,39.0,Rendah,Sedang,Rendah,42,Siang,The Passerby
Starbucks Kemang,Cafe,Apple,F&B & Culinary Lifestyle,11.0,576,73.33333333333333,96.0,84.7,Tinggi,Tinggi,Tinggi,39,Siang,The Digital Star
Starbucks Kemang,Cafe,Samsung,Entertainment & Streaming,13.1,321,87.33333333333333,53.5,70.4,Tinggi,Sedang,Tinggi,26,Malam,The Impulse Clicker
Stasiun Sudirman,Transportasi,Samsung,F&B & Culinary Lifestyle,0.7,178,4.666666666666666,29.666666666666668,17.2,Rendah,Rendah,Rendah,45,Malam,The Passerby
Perpustakaan Nasional,Fasilitas Umum,Xiaomi,Entertainment & Streaming,10.5,270,70.0,45.0,57.5,Sedang,Sedang,Sedang,29,Siang,The Passerby
Kopi Kenangan Senayan,Cafe,Vivo,E-Book & Digital Education,9.3,200,62.0,33.33333333333333,47.7,Sedang,Rendah,Sedang,43,Pagi,The Passerby
Perpustakaan Nasional,Fasilitas Umum,Samsung,E-Book & Digital Education,1.7,168,11.333333333333332,28.000000000000004,19.7,Rendah,Rendah,Rendah,27,Malam,The Passerby
Perpustakaan Nasional,Fasilitas Umum,Xiaomi,Travel & Leisure,14.6,426,97.33333333333331,71.0,84.2,Tinggi,Tinggi,Tinggi,22,Pagi,The Digital Star
Perpustakaan Nasional,Fasilitas Umum,Oppo,F&B & Culinary Lifestyle,10.3,552,68.66666666666667,92.0,80.3,Sedang,Tinggi,Tinggi,29,Pagi,The Camper
Plaza Indonesia,Mall,Samsung,F&B & Culinary Lifestyle,12.5,565,83.33333333333334,94.16666666666669,88.8,Tinggi,Tinggi,Tinggi,25,Pagi,The Digital Star
Starbucks Kemang,Cafe,Samsung,E-Book & Digital Education,9.7,527,64.66666666666666,87.83333333333333,76.2,Sedang,Tinggi,Tinggi,44,Malam,The Camper
Plaza Indonesia,Mall,Apple,F&B & Culinary Lifestyle,12.8,428,85.33333333333334,71.33333333333334,78.3,Tinggi,Tinggi,Tinggi,43,Pagi,The Digital Star
Plaza Indonesia,Mall,Samsung,F&B & Culinary Lifestyle,12.8,234,85.33333333333334,39.0,62.2,Tinggi,Rendah,Sedang,43,Siang,The Impulse Clicker
Plaza Indonesia,Mall,Xiaomi,F&B & Culinary Lifestyle,5.6,410,37.33333333333333,68.33333333333333,52.8,Rendah,Sedang,Sedang,27,Pagi,The Passerby
Starbucks Kemang,Cafe,Xiaomi,Entertainment & Streaming,10.3,549,68.66666666666667,91.5,80.1,Sedang,Tinggi,Tinggi,32,Malam,The Camper
Perpustakaan Nasional,Fasilitas Umum,Samsung,F&B & Culinary Lifestyle,10.4,120,69.33333333333334,20.0,44.7,Sedang,Rendah,Sedang,41,Malam,The Passerby
Starbucks Kemang,Cafe,Oppo,Travel & Leisure,10.2,245,68.0,40.833333333333336,54.4,Sedang,Sedang,Sedang,28,Malam,The Passerby
Stasiun Sudirman,Transportasi,Samsung,F&B & Culinary Lifestyle,7.2,559,48.00000000000001,93.16666666666666,70.6,Sedang,Tinggi,Tinggi,27,Siang,The Camper
Kopi Kenangan Senayan,Cafe,Xiaomi,E-Book & Digital Education,0.2,597,1.3333333333333337,99.5,50.4,Rendah,Tinggi,Sedang,44,Siang,The Camper
Stasiun Sudirman,Transportasi,Xiaomi,Travel & Leisure,7.8,157,52.0,26.166666666666664,39.1,Sedang,Rendah,Rendah,25,Malam,The Passerby
Perpustakaan Nasional,Fasilitas Umum,Xiaomi,Entertainment & Streaming,2.2,115,14.666666666666666,19.166666666666668,16.9,Rendah,Rendah,Rendah,31,Malam,The Passerby
Kopi Kenangan Senayan,Cafe,Oppo,Entertainment & Streaming,13.0,136,86.66666666666667,22.666666666666664,54.7,Tinggi,Rendah,Sedang,30,Malam,The Impulse Clicker
Perpustakaan Nasional,Fasilitas Umum,Samsung,Travel & Leisure,3.3,447,22.0,74.5,48.2,Rendah,Tinggi,Sedang,38,Pagi,The Camper
Perpustakaan Nasional,Fasilitas Umum,Vivo,Entertainment & Streaming,1.3,570,8.666666666666668,95.0,51.8,Rendah,Tinggi,Sedang,32,Pagi,The Camper
Perpustakaan Nasional,Fasilitas Umum,Samsung,F&B & Culinary Lifestyle,6.1,96,40.66666666666666,16.0,28.3,Sedang,Rendah,Rendah,23,Pagi,The Passerby
Stasiun Sudirman,Transportasi,Vivo,Travel & Leisure,9.6,580,64.0,96.66666666666669,80.3,Sedang,Tinggi,Tinggi,44,Sore,The Camper
Stasiun Sudirman,Transportasi,Xiaomi,E-Book & Digital Education,12.4,288,82.66666666666667,48.0,65.3,Tinggi,Sedang,Sedang,32,Pagi,The Impulse Clicker
Perpustakaan Nasional,Fasilitas Umum,Vivo,Entertainment & Streaming,10.7,432,71.33333333333333,72.0,71.7,Tinggi,Tinggi,Tinggi,27,Pagi,The Digital Star
Perpustakaan Nasional,Fasilitas Umum,Apple,F&B & Culinary Lifestyle,5.1,358,34.0,59.66666666666667,46.8,Rendah,Sedang,Sedang,25,Malam,The Passerby
Stasiun Sudirman,Transportasi,Samsung,F&B & Culinary Lifestyle,7.4,479,49.333333333333336,79.83333333333333,64.6,Sedang,Tinggi,Sedang,43,Sore,The Camper
Kopi Kenangan Senayan,Cafe,Samsung,Entertainment & Streaming,3.2,255,21.333333333333336,42.5,31.9,Rendah,Sedang,Rendah,40,Pagi,The Passerby
Plaza Indonesia,Mall,Vivo,F&B & Culinary Lifestyle,11.6,521,77.33333333333333,86.83333333333333,82.1,Tinggi,Tinggi,Tinggi,45,Malam,The Digital Star
Perpustakaan Nasional,Fasilitas Umum,Oppo,F&B & Culinary Lifestyle,8.0,109,53.333333333333336,18.166666666666668,35.8,Sedang,Rendah,Rendah,42,Malam,The Passerby
Stasiun Sudirman,Transportasi,Vivo,F&B & Culinary Lifestyle,10.4,237,69.33333333333334,39.5,54.4,Sedang,Rendah,Sedang,31,Siang,The Passerby
Starbucks Kemang,Cafe,Vivo,E-Book & Digital Education,7.6,453,50.66666666666666,75.5,63.1,Sedang,Tinggi,Sedang,27,Malam,The Camper
Perpustakaan Nasional,Fasilitas Umum,Apple,E-Book & Digital Education,6.0,411,40.0,68.5,54.2,Rendah,Sedang,Sedang,22,Malam,The Passerby
Plaza Indonesia,Mall,Oppo,Travel & Leisure,10.5,584,70.0,97.33333333333334,83.7,Sedang,Tinggi,Tinggi,42,Siang,The Camper
Plaza Indonesia,Mall,Vivo,F&B & Culinary Lifestyle,3.0,357,20.0,59.5,39.8,Rendah,Sedang,Rendah,36,Malam,The Passerby
Plaza Indonesia,Mall,Apple,Travel & Leisure,8.1,390,53.99999999999999,65.0,59.5,Sedang,Sedang,Sedang,26,Malam,The Passerby
Kopi Kenangan Senayan,Cafe,Vivo,Entertainment & Streaming,10.1,352,67.33333333333333,58.66666666666666,63.0,Sedang,Sedang,Sedang,28,Pagi,The Passerby
Perpustakaan Nasional,Fasilitas Umum,Oppo,F&B & Culinary Lifestyle,0.8,117,5.333333333333334,19.5,12.4,Rendah,Rendah,Rendah,46,Malam,The Passerby
Starbucks Kemang,Cafe,Xiaomi,E-Book & Digital Education,2.2,123,14.666666666666666,20.5,17.6,Rendah,Rendah,Rendah,41,Pagi,The Passerby
Plaza Indonesia,Mall,Xiaomi,Entertainment & Streaming,1.5,289,10.0,48.16666666666667,29.1,Rendah,Sedang,Rendah,45,Pagi,The Passerby
Stasiun Sudirman,Transportasi,Xiaomi,F&B & Culinary Lifestyle,13.9,456,92.66666666666666,76.0,84.3,Tinggi,Tinggi,Tinggi,21,Siang,The Digital Star
Perpustakaan Nasional,Fasilitas Umum,Samsung,E-Book & Digital Education,3.0,513,20.0,85.5,52.8,Rendah,Tinggi,Sedang,45,Malam,The Camper
Starbucks Kemang,Cafe,Xiaomi,Travel & Leisure,8.2,261,54.66666666666666,43.5,49.1,Sedang,Sedang,Sedang,26,Malam,The Passerby
Starbucks Kemang,Cafe,Samsung,F&B & Culinary Lifestyle,14.4,586,96.0,97.66666666666669,96.8,Tinggi,Tinggi,Tinggi,25,Pagi,The Digital Star
Kopi Kenangan Senayan,Cafe,Vivo,E-Book & Digital Education,2.0,321,13.333333333333334,53.5,33.4,Rendah,Sedang,Rendah,38,Siang,The Passerby
Kopi Kenangan Senayan,Cafe,Samsung,F&B & Culinary Lifestyle,13.9,112,92.66666666666666,18.666666666666668,55.7,Tinggi,Rendah,Sedang,42,Pagi,The Impulse Clicker
Stasiun Sudirman,Transportasi,Vivo,Travel & Leisure,5.4,385,36.00000000000001,64.16666666666667,50.1,Rendah,Sedang,Sedang,21,Malam,The Passerby
Stasiun Sudirman,Transportasi,Vivo,F&B & Culinary Lifestyle,6.2,473,41.333333333333336,78.83333333333333,60.1,Sedang,Tinggi,Sedang,44,Pagi,The Camper
Kopi Kenangan Senayan,Cafe,Xiaomi,E-Book & Digital Education,5.4,283,36.00000000000001,47.16666666666667,41.6,Rendah,Sedang,Sedang,40,Pagi,The Passerby
Stasiun Sudirman,Transportasi,Samsung,F&B & Culinary Lifestyle,10.0,516,66.66666666666666,86.0,76.3,Sedang,Tinggi,Tinggi,20,Sore,The Camper
Starbucks Kemang,Cafe,Apple,F&B & Culinary Lifestyle,10.2,388,68.0,64.66666666666666,66.3,Sedang,Sedang,Sedang,27,Malam,The Passerby
Perpustakaan Nasional,Fasilitas Umum,Xiaomi,F&B & Culinary Lifestyle,13.7,443,91.33333333333331,73.83333333333333,82.6,Tinggi,Tinggi,Tinggi,29,Malam,The Digital Star
Stasiun Sudirman,Transportasi,Xiaomi,F&B & Culinary Lifestyle,4.8,144,32.0,24.0,28.0,Rendah,Rendah,Rendah,45,Sore,The Passerby
Kopi Kenangan Senayan,Cafe,Samsung,F&B & Culinary Lifestyle,3.2,278,21.333333333333336,46.33333333333333,33.8,Rendah,Sedang,Rendah,29,Pagi,The Passerby
Perpustakaan Nasional,Fasilitas Umum,Oppo,F&B & Culinary Lifestyle,11.2,217,74.66666666666666,36.16666666666667,55.4,Tinggi,Rendah,Sedang,20,Malam,The Impulse Clicker
Kopi Kenangan Senayan,Cafe,Samsung,F&B & Culinary Lifestyle,0.8,317,5.333333333333334,52.83333333333333,29.1,Rendah,Sedang,Rendah,45,Siang,The Passerby
Stasiun Sudirman,Transportasi,Xiaomi,Entertainment & Streaming,5.8,474,38.66666666666666,79.0,58.8,Rendah,Tinggi,Sedang,39,Malam,The Camper
Perpustakaan Nasional,Fasilitas Umum,Samsung,Travel & Leisure,0.1,124,0.6666666666666667,20.666666666666668,10.7,Rendah,Rendah,Rendah,25,Pagi,The Passerby
Stasiun Sudirman,Transportasi,Xiaomi,Travel & Leisure,1.6,368,10.666666666666668,61.33333333333333,36.0,Rendah,Sedang,Rendah,44,Malam,The Passerby
Stasiun Sudirman,Transportasi,Oppo,Entertainment & Streaming,12.3,91,82.0,15.166666666666668,48.6,Tinggi,Rendah,Sedang,32,Malam,The Impulse Clicker
Perpustakaan Nasional,Fasilitas Umum,Oppo,Travel & Leisure,4.4,207,29.33333333333333,34.5,31.9,Rendah,Rendah,Rendah,42,Pagi,The Passerby
Plaza Indonesia,Mall,Xiaomi,F&B & Culinary Lifestyle,8.3,204,55.333333333333336,34.0,44.7,Sedang,Rendah,Sedang,21,Malam,The Passerby
Kopi Kenangan Senayan,Cafe,Oppo,Travel & Leisure,8.2,147,54.66666666666666,24.5,39.6,Sedang,Rendah,Rendah,27,Malam,The Passerby
Plaza Indonesia,Mall,Xiaomi,F&B & Culinary Lifestyle,6.2,584,41.333333333333336,97.33333333333334,69.3,Sedang,Tinggi,Sedang,18,Pagi,The Camper
Starbucks Kemang,Cafe,Xiaomi,F&B & Culinary Lifestyle,1.7,115,11.333333333333332,19.166666666666668,15.2,Rendah,Rendah,Rendah,27,Pagi,The Passerby
Stasiun Sudirman,Transportasi,Xiaomi,F&B & Culinary Lifestyle,3.8,262,25.33333333333333,43.66666666666666,34.5,Rendah,Sedang,Rendah,44,Siang,The Passerby
Stasiun Sudirman,Transportasi,Apple,F&B & Culinary Lifestyle,4.3,131,28.666666666666668,21.83333333333333,25.2,Rendah,Rendah,Rendah,42,Sore,The Passerby
Starbucks Kemang,Cafe,Vivo,E-Book & Digital Education,10.4,216,69.33333333333334,36.0,52.7,Sedang,Rendah,Sedang,36,Pagi,The Passerby
Stasiun Sudirman,Transportasi,Oppo,F&B & Culinary Lifestyle,0.1,312,0.6666666666666667,52.0,26.3,Rendah,Sedang,Rendah,36,Malam,The Passerby
Starbucks Kemang,Cafe,Xiaomi,E-Book & Digital Education,2.0,399,13.333333333333334,66.5,39.9,Rendah,Sedang,Rendah,33,Malam,The Passerby
Perpustakaan Nasional,Fasilitas Umum,Xiaomi,Entertainment & Streaming,8.3,239,55.333333333333336,39.83333333333333,47.6,Sedang,Rendah,Sedang,22,Siang,The Passerby
Stasiun Sudirman,Transportasi,Apple,Travel & Leisure,2.9,138,19.33333333333333,23.0,21.2,Rendah,Rendah,Rendah,19,Malam,The Passerby
Kopi Kenangan Senayan,Cafe,Samsung,Travel & Leisure,8.7,277,57.99999999999999,46.16666666666666,52.1,Sedang,Sedang,Sedang,26,Malam,The Passerby
Kopi Kenangan Senayan,Cafe,Vivo,Entertainment & Streaming,9.8,212,65.33333333333334,35.333333333333336,50.3,Sedang,Rendah,Sedang,18,Sore,The Passerby
Plaza Indonesia,Mall,Vivo,E-Book & Digital Education,2.0,573,13.333333333333334,95.5,54.4,Rendah,Tinggi,Sedang,22,Siang,The Camper
Stasiun Sudirman,Transportasi,Samsung,F&B & Culinary Lifestyle,12.7,229,84.66666666666666,38.16666666666666,61.4,Tinggi,Rendah,Sedang,30,Malam,The Impulse Clicker
Stasiun Sudirman,Transportasi,Vivo,Travel & Leisure,9.9,209,66.0,34.833333333333336,50.4,Sedang,Rendah,Sedang,41,Malam,The Passerby
Perpustakaan Nasional,Fasilitas Umum,Oppo,F&B & Culinary Lifestyle,0.9,438,6.000000000000001,73.0,39.5,Rendah,Tinggi,Rendah,22,Pagi,The Camper
Starbucks Kemang,Cafe,Xiaomi,Entertainment & Streaming,7.0,525,46.66666666666666,87.5,67.1,Sedang,Tinggi,Sedang,30,Malam,The Camper
Kopi Kenangan Senayan,Cafe,Vivo,E-Book & Digital Education,12.5,329,83.33333333333334,54.833333333333336,69.1,Tinggi,Sedang,Sedang,43,Malam,The Impulse Clicker
Stasiun Sudirman,Transportasi,Oppo,E-Book & Digital Education,8.8,139,58.66666666666666,23.166666666666664,40.9,Sedang,Rendah,Sedang,34,Sore,The Passerby
Stasiun Sudirman,Transportasi,Vivo,Entertainment & Streaming,5.3,413,35.333333333333336,68.83333333333333,52.1,Rendah,Sedang,Sedang,39,Pagi,The Passerby
Perpustakaan Nasional,Fasilitas Umum,Vivo,F&B & Culinary Lifestyle,6.6,295,44.0,49.16666666666666,46.6,Sedang,Sedang,Sedang,46,Sore,The Passerby
Kopi Kenangan Senayan,Cafe,Apple,F&B & Culinary Lifestyle,2.4,181,16.0,30.166666666666668,23.1,Rendah,Rendah,Rendah,40,Sore,The Passerby
Starbucks Kemang,Cafe,Samsung,Entertainment & Streaming,10.1,550,67.33333333333333,91.66666666666666,79.5,Sedang,Tinggi,Tinggi,23,Siang,The Camper
Starbucks Kemang,Cafe,Oppo,F&B & Culinary Lifestyle,3.7,190,24.666666666666668,31.666666666666664,28.2,Rendah,Rendah,Rendah,20,Malam,The Passerby
Stasiun Sudirman,Transportasi,Vivo,F&B & Culinary Lifestyle,13.4,210,89.33333333333333,35.0,62.2,Tinggi,Rendah,Sedang,26,Malam,The Impulse Clicker
Kopi Kenangan Senayan,Cafe,Vivo,Entertainment & Streaming,9.0,79,60.0,13.166666666666666,36.6,Sedang,Rendah,Rendah,41,Pagi,The Passerby
Plaza Indonesia,Mall,Oppo,Entertainment & Streaming,2.6,480,17.333333333333336,80.0,48.7,Rendah,Tinggi,Sedang,27,Malam,The Camper
Stasiun Sudirman,Transportasi,Apple,Travel & Leisure,9.9,330,66.0,55.00000000000001,60.5,Sedang,Sedang,Sedang,20,Malam,The Passerby
Starbucks Kemang,Cafe,Vivo,Travel & Leisure,1.0,447,6.666666666666667,74.5,40.6,Rendah,Tinggi,Sedang,32,Malam,The Camper
Perpustakaan Nasional,Fasilitas Umum,Vivo,Travel & Leisure,10.3,213,68.66666666666667,35.5,52.1,Sedang,Rendah,Sedang,40,Malam,The Passerby
Stasiun Sudirman,Transportasi,Vivo,Travel & Leisure,0.6,575,4.0,95.83333333333334,49.9,Rendah,Tinggi,Sedang,18,Malam,The Camper
Kopi Kenangan Senayan,Cafe,Vivo,Travel & Leisure,12.4,501,82.66666666666667,83.5,83.1,Tinggi,Tinggi,Tinggi,42,Malam,The Digital Star
Stasiun Sudirman,Transportasi,Vivo,Entertainment & Streaming,3.4,553,22.666666666666664,92.16666666666666,57.4,Rendah,Tinggi,Sedang,45,Siang,The Camper
Perpustakaan Nasional,Fasilitas Umum,Vivo,F&B & Culinary Lifestyle,6.4,320,42.66666666666667,53.333333333333336,48.0,Sedang,Sedang,Sedang,23,Pagi,The Passerby
Perpustakaan Nasional,Fasilitas Umum,Xiaomi,Travel & Leisure,13.2,478,88.0,79.66666666666666,83.8,Tinggi,Tinggi,Tinggi,44,Pagi,The Digital Star
Plaza Indonesia,Mall,Samsung,Travel & Leisure,7.8,592,52.0,98.66666666666669,75.3,Sedang,Tinggi,Tinggi,23,Pagi,The Camper
Kopi Kenangan Senayan,Cafe,Xiaomi,Entertainment & Streaming,5.4,218,36.00000000000001,36.333333333333336,36.2,Rendah,Rendah,Rendah,24,Siang,The Passerby
Perpustakaan Nasional,Fasilitas Umum,Vivo,Entertainment & Streaming,8.5,342,56.66666666666666,56.99999999999999,56.8,Sedang,Sedang,Sedang,38,Malam,The Passerby
Perpustakaan Nasional,Fasilitas Umum,Vivo,Entertainment & Streaming,2.7,555,18.000000000000004,92.5,55.2,Rendah,Tinggi,Sedang,21,Pagi,The Camper
Plaza Indonesia,Mall,Oppo,F&B & Culinary Lifestyle,12.8,181,85.33333333333334,30.166666666666668,57.8,Tinggi,Rendah,Sedang,22,Pagi,The Impulse Clicker
Starbucks Kemang,Cafe,Samsung,F&B & Culinary Lifestyle,7.6,406,50.66666666666666,67.66666666666666,59.2,Sedang,Sedang,Sedang,41,Siang,The Passerby
Stasiun Sudirman,Transportasi,Samsung,F&B & Culinary Lifestyle,5.8,65,38.66666666666666,10.833333333333334,24.8,Rendah,Rendah,Rendah,24,Malam,The Passerby
Kopi Kenangan Senayan,Cafe,Oppo,F&B & Culinary Lifestyle,1.0,287,6.666666666666667,47.833333333333336,27.2,Rendah,Sedang,Rendah,27,Malam,The Passerby
Plaza Indonesia,Mall,Oppo,Entertainment & Streaming,9.2,593,61.33333333333333,98.83333333333331,80.1,Sedang,Tinggi,Tinggi,23,Malam,The Camper
Plaza Indonesia,Mall,Apple,Entertainment & Streaming,6.6,266,44.0,44.333333333333336,44.2,Sedang,Sedang,Sedang,22,Malam,The Passerby
Stasiun Sudirman,Transportasi,Vivo,Travel & Leisure,7.7,297,51.33333333333333,49.5,50.4,Sedang,Sedang,Sedang,21,Pagi,The Passerby
Stasiun Sudirman,Transportasi,Apple,F&B & Culinary Lifestyle,14.6,148,97.33333333333331,24.666666666666668,61.0,Tinggi,Rendah,Sedang,35,Pagi,The Impulse Clicker
Plaza Indonesia,Mall,Oppo,Travel & Leisure,3.0,75,20.0,12.5,16.2,Rendah,Rendah,Rendah,34,Siang,The Passerby
Kopi Kenangan Senayan,Cafe,Vivo,Travel & Leisure,5.2,343,34.66666666666667,57.16666666666666,45.9,Rendah,Sedang,Sedang,23,Malam,The Passerby
Starbucks Kemang,Cafe,Vivo,F&B & Culinary Lifestyle,3.9,476,26.0,79.33333333333333,52.7,Rendah,Tinggi,Sedang,34,Malam,The Camper
Stasiun Sudirman,Transportasi,Xiaomi,E-Book & Digital Education,14.2,585,94.66666666666669,97.5,96.1,Tinggi,Tinggi,Tinggi,30,Malam,The Digital Star
Plaza Indonesia,Mall,Xiaomi,Entertainment & Streaming,14.5,555,96.66666666666669,92.5,94.6,Tinggi,Tinggi,Tinggi,28,Sore,The Digital Star
Starbucks Kemang,Cafe,Oppo,Travel & Leisure,12.9,553,86.0,92.16666666666666,89.1,Tinggi,Tinggi,Tinggi,25,Pagi,The Digital Star
Kopi Kenangan Senayan,Cafe,Apple,F&B & Culinary Lifestyle,12.0,482,80.0,80.33333333333333,80.2,Tinggi,Tinggi,Tinggi,26,Pagi,The Digital Star
Plaza Indonesia,Mall,Xiaomi,F&B & Culinary Lifestyle,4.3,468,28.666666666666668,78.0,53.3,Rendah,Tinggi,Sedang,24,Sore,The Camper
Plaza Indonesia,Mall,Oppo,E-Book & Digital Education,5.3,335,35.333333333333336,55.833333333333336,45.6,Rendah,Sedang,Sedang,41,Malam,The Passerby
Starbucks Kemang,Cafe,Oppo,F&B & Culinary Lifestyle,3.5,307,23.33333333333333,51.16666666666667,37.2,Rendah,Sedang,Rendah,40,Malam,The Passerby
Plaza Indonesia,Mall,Apple,Travel & Leisure,5.3,169,35.333333333333336,28.166666666666668,31.8,Rendah,Rendah,Rendah,20,Pagi,The Passerby
Kopi Kenangan Senayan,Cafe,Vivo,F&B & Culinary Lifestyle,11.5,103,76.66666666666667,17.166666666666668,46.9,Tinggi,Rendah,Sedang,31,Malam,The Impulse Clicker
Perpustakaan Nasional,Fasilitas Umum,Vivo,E-Book & Digital Education,7.4,583,49.333333333333336,97.16666666666669,73.2,Sedang,Tinggi,Tinggi,31,Pagi,The Camper
Plaza Indonesia,Mall,Apple,F&B & Culinary Lifestyle,7.9,493,52.66666666666667,82.16666666666667,67.4,Sedang,Tinggi,Sedang,28,Siang,The Camper
Perpustakaan Nasional,Fasilitas Umum,Oppo,F&B & Culinary Lifestyle,6.9,183,46.0,30.5,38.2,Sedang,Rendah,Rendah,35,Sore,The Passerby
Stasiun Sudirman,Transportasi,Samsung,F&B & Culinary Lifestyle,5.7,163,38.0,27.166666666666668,32.6,Rendah,Rendah,Rendah,46,Siang,The Passerby
